,class
HP:0005990,(Abnormality of the endocrine system(内分泌系统异常));
HP:0005991,(Abnormality of head and neck(头部和颈部的异常));
HP:0005994,(Abnormality of the endocrine system(内分泌系统异常));
HP:0005999,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0006000,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0006008,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006011,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006014,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006019,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006028,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006055,(Abnormality of limbs(肢体异常));
HP:0006059,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006070,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006077,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006094,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006097,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006101,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006110,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006114,(Abnormality of the integument(体壁的异常));(Abnormality of limbs(肢体异常));
HP:0006121,(Abnormality of the integument(体壁的异常));(Abnormality of limbs(肢体异常));
HP:0006135,(Abnormality of limbs(肢体异常));
HP:0006136,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006143,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006145,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006149,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006159,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006160,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006170,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006172,(Abnormality of the skeletal system(骨骼系统异常));
HP:0006184,(Abnormality of the integument(体壁的异常));(Abnormality of limbs(肢体异常));
HP:0006191,(Abnormality of the integument(体壁的异常));(Abnormality of limbs(肢体异常));
HP:0006202,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006210,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006224,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006236,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006239,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006243,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006247,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006248,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006251,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006254,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0006256,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006265,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006266,(Abnormality of prenatal development or birth(胎儿产前发育或出生异常));
HP:0006267,(Abnormality of prenatal development or birth(胎儿产前发育或出生异常));
HP:0006273,(Abnormality of the digestive system(消化系统异常));
HP:0006274,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0006283,(Abnormality of head and neck(头部和颈部的异常));
HP:0006286,(Abnormality of head and neck(头部和颈部的异常));
HP:0006288,(Abnormality of head and neck(头部和颈部的异常));
HP:0006292,(Abnormality of head and neck(头部和颈部的异常));
HP:0006293,(Abnormality of head and neck(头部和颈部的异常));
HP:0006297,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of connective tissue(结缔组织异常));
HP:0006298,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0006308,(Abnormality of head and neck(头部和颈部的异常));
HP:0006315,(Abnormality of head and neck(头部和颈部的异常));
HP:0006316,(Abnormality of head and neck(头部和颈部的异常));
HP:0006323,(Abnormality of head and neck(头部和颈部的异常));
HP:0006329,(Abnormality of head and neck(头部和颈部的异常));
HP:0006333,(Abnormality of head and neck(头部和颈部的异常));
HP:0006335,(Abnormality of head and neck(头部和颈部的异常));
HP:0006337,(Abnormality of head and neck(头部和颈部的异常));
HP:0006349,(Abnormality of head and neck(头部和颈部的异常));
HP:0006352,(Abnormality of head and neck(头部和颈部的异常));
HP:0006353,(Abnormality of head and neck(头部和颈部的异常));
HP:0006367,(Abnormality of the skeletal system(骨骼系统异常));
HP:0006368,(Abnormality of limbs(肢体异常));
HP:0006376,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006378,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006380,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));(Abnormality of connective tissue(结缔组织异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0006381,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006385,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006391,(Abnormality of the skeletal system(骨骼系统异常));
HP:0006394,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006402,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006409,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006413,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006420,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006426,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006429,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006434,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006438,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006439,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006441,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006443,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006454,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006456,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006459,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006462,(Abnormality of the skeletal system(骨骼系统异常));
HP:0006463,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006465,(Abnormality of the skeletal system(骨骼系统异常));
HP:0006466,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));(Abnormality of connective tissue(结缔组织异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0006467,(Abnormality of the skeletal system(骨骼系统异常));
HP:0006470,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006476,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0006479,(Abnormality of head and neck(头部和颈部的异常));
HP:0006480,(Abnormality of head and neck(头部和颈部的异常));
HP:0006481,(Abnormality of head and neck(头部和颈部的异常));
HP:0006482,(Abnormality of head and neck(头部和颈部的异常));
HP:0006487,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006489,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006491,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006492,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006493,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006495,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006496,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006498,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006499,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006501,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006505,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006507,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0006510,(Abnormality of the respiratory system(呼吸系统异常));
HP:0006511,(Abnormality of the respiratory system(呼吸系统异常));
HP:0006515,(Abnormality of the respiratory system(呼吸系统异常));
HP:0006517,(Abnormality of the respiratory system(呼吸系统异常));
HP:0006520,(Abnormality of the respiratory system(呼吸系统异常));
HP:0006521,(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0006528,(Abnormality of the respiratory system(呼吸系统异常));
HP:0006530,(Abnormality of the respiratory system(呼吸系统异常));
HP:0006532,(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0006535,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0006536,(Abnormality of the respiratory system(呼吸系统异常));
HP:0006538,(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0006543,(Abnormality of the respiratory system(呼吸系统异常));
